province,rural,wealth_quintile,raw_weight_hh,true_cluster,fpc,fpc2,program,itns_in_hh,llins_in_hh,num_of_sleeping_spaces,any_net,treated,more_than_one_net,more_than_one_itn,more_than_one_llin,num_nets,ratio_nets_to_spaces,ratio_greater_than_1,at_least_one_itn,at_least_one_llin,at_least_one_ever_treated,itn_and_irs,itn_or_irs,per_hh_with_irs_in_ea,cat_per_hh_with_irs_in_ea
Central,Rural,3,740.0307617,5,0.008504924,0.191011235,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
Western,Rural,1,153.4167023,194,0.009014085,0.51111114,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,82.60869565,5
Lusaka,Rural,1,617.5328979,99,0.010804322,0.15625,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,60,4
Western,Rural,1,454.232605,185,0.009014085,0.155844152,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3
North-Western,Rural,3,560.2043457,151,0.011178861,0.148148149,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,40,3
North-Western,Rural,3,533.244873,154,0.011178861,0.15436241,Contorl,4,4,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,47.82608696,3
Central,Rural,2,740.0307617,5,0.008504924,0.191011235,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,20,2
North-Western,Rural,2,377.5714111,147,0.011178861,0.274193555,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,5
Luapula,Rural,2,729.2487183,84,0.01005291,0.138554215,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4
Luapula,Rural,4,1017.982971,73,0.01005291,0.129032254,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3
Lusaka,Urban,5,1193.286987,102,0.004336827,0.149606302,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lusaka,Urban,5,1884.916626,108,0.004336827,0.117346942,Contorl,2,2,5,1,2,1,1,1,2,0.4,0,1,1,1,0,1,8.695652174,1
Luapula,Rural,1,729.2487183,84,0.01005291,0.138554215,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26086957,4
Eastern,Rural,2,177.9990234,59,0.010673986,0.479166657,Group 3: Pre-elimination (phase 3),2,0,2,1,2,1,1,0,2,1,1,1,0,1,1,1,69.56521739,4
Eastern,Rural,2,461.8257446,53,0.010673986,0.186567158,Group 3: Pre-elimination (phase 3),1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,40,3
Southern,Urban,5,2030.643921,179,0.003696858,0.206185564,Contorl,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Western,Rural,3,454.232605,185,0.009014085,0.155844152,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,44,3
Muchinga,Rural,2,227.7526245,117,0.008843537,0.406779647,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,3
Eastern,Rural,2,387.9973755,66,0.010673986,0.179856122,Group 1: Pre-elimination (phase 1),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5
Luapula,Rural,5,537.7335815,89,0.01005291,0.291666657,Contorl,1,0,5,1,1,0,0,0,1,0.2,0,1,0,1,1,1,82.60869565,5
Northern,Rural,3,561.5792236,143,0.008608972,0.101063833,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,78.94736842,4
Lusaka,Rural,2,484.2188721,98,0.010804322,0.234693885,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Muchinga,Rural,1,454.8388367,113,0.008843537,0.568181813,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,5
Eastern,Rural,3,395.324707,68,0.010673986,0.242718443,Group 1: Pre-elimination (phase 1),0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4
Muchinga,Rural,4,387.4343872,121,0.008843537,0.173611104,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,11.53846154,1
Luapula,Rural,4,397.2858582,83,0.01005291,0.191666663,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Central,Rural,3,537.9537354,8,0.008504924,0.347222209,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,36,2
Luapula,Rural,1,412.4599609,72,0.01005291,0.184615389,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3
Southern,Rural,3,643.9437866,175,0.008669267,0.216981128,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1
Copperbelt,Urban,5,1394.449951,33,0.004253509,0.14371258,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,50,3
Central,Rural,4,560.3684082,3,0.008504924,0.156862751,Contorl,5,0,4,1,5,1,1,0,5,1.25,1,1,0,1,1,1,21.73913043,2
Eastern,Rural,5,660.1539307,52,0.010673986,0.145348832,Group 3: Pre-elimination (phase 3),2,2,4,1,2,1,1,1,2,0.5,0,1,1,1,1,1,72,4
Northern,Rural,4,500.5276489,135,0.008608972,0.194690272,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4
Western,Rural,1,439.3160706,186,0.009014085,0.203539819,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1
Eastern,Rural,2,848.4229736,202,0.010673986,0.148809522,Group 1: Pre-elimination (phase 1),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4
Muchinga,Rural,2,555.9848633,116,0.008843537,0.135869563,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4
Eastern,Rural,1,703.6523438,44,0.010673986,0.196721315,Group 2: Pre-elimination (phase 2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4
Central,Rural,5,205.3968658,15,0.008504924,0.585365832,Contorl,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,11.53846154,1
Northern,Rural,1,86.04906464,141,0.008608972,0.333333343,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,13.63636364,1
Central,Rural,2,537.9537354,8,0.008504924,0.347222209,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,36,2
Western,Rural,2,455.3486633,191,0.009014085,0.201680675,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,50,3
Central,Rural,2,545.0557861,14,0.008504924,0.146496817,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43478261,2
Eastern,Rural,1,619.6938477,55,0.010673986,0.154838711,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52,3
Southern,Rural,1,590.8314209,169,0.008669267,0.233333334,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Copperbelt,Rural,2,363.6075134,24,0.009740259,0.157534242,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Luapula,Rural,2,471.8781433,75,0.01005291,0.210084036,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5
Muchinga,Rural,2,555.9848633,116,0.008843537,0.135869563,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4
Northern,Rural,1,605.6147461,128,0.008608972,0.129213482,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,8.695652174,1
Eastern,Rural,3,485.0439758,56,0.010673986,0.130890056,Group 3: Pre-elimination (phase 3),3,0,2,1,3,1,1,0,3,1.5,1,1,0,1,1,1,56,3
Muchinga,Rural,1,482.4048157,118,0.008843537,0.271428585,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,0,1
Luapula,Rural,3,698.4972534,76,0.01005291,0.157232702,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,80.55555556,5
Southern,Rural,5,882.3082886,171,0.008669267,0.078125,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,38.0952381,2
Central,Rural,3,508.188385,9,0.008504924,0.316666663,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36.84210526,2
Central,Rural,4,205.3968658,15,0.008504924,0.585365832,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,11.53846154,1
Luapula,Rural,5,476.3570557,88,0.01005291,0.202380955,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,68.18181818,4
Copperbelt,Urban,5,1653.740723,37,0.004253509,0.328358203,Contorl,4,0,6,1,4,1,1,0,4,0.666666667,0,1,0,1,1,1,82.60869565,5
Luapula,Rural,2,537.7335815,89,0.01005291,0.291666657,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5
Eastern,Rural,1,733.7052612,63,0.010673986,0.118644066,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80.95238095,5
Central,Rural,3,561.8015747,10,0.008504924,0.273809522,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82608696,3
Western,Rural,1,487.8677063,182,0.009014085,0.161971837,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,26.08695652,2
Muchinga,Rural,1,235.6892395,112,0.008843537,0.490196079,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,84,5
Eastern,Rural,2,703.6523438,44,0.010673986,0.196721315,Group 2: Pre-elimination (phase 2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4
Eastern,Rural,3,441.381958,57,0.010673986,0.217391297,Group 3: Pre-elimination (phase 3),1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,84,5
Central,Rural,4,560.3684082,3,0.008504924,0.156862751,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73913043,2
Western,Rural,3,402.0045471,188,0.009014085,0.357142866,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,20,2
Southern,Rural,4,2668.378662,168,0.008669267,0.030037547,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,2
Eastern,Urban,5,1661.061035,70,0.004081632,0.203703701,Group 2: Pre-elimination (phase 2),1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,22.72727273,2
Luapula,Rural,4,538.1774902,81,0.01005291,0.182481751,Contorl,1,0,4,1,1,0,0,0,1,0.25,0,1,0,1,1,1,44,3
Central,Rural,4,574.0814209,11,0.008504924,0.298701286,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,30.43478261,2
Lusaka,Rural,4,523.6849976,93,0.010804322,0.06122449,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,1,27.27272727,2
Eastern,Rural,3,541.4136963,69,0.010673986,0.157534242,Group 3: Pre-elimination (phase 3),2,2,4,1,2,1,1,1,2,0.5,0,1,1,1,1,1,69.23076923,4
Southern,Rural,5,472.7120056,166,0.008669267,0.063583814,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.91304348,4
Central,Rural,2,479.9390564,4,0.008504924,0.160256416,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,12,1
Luapula,Rural,1,537.7335815,89,0.01005291,0.291666657,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.60869565,5
Central,Rural,5,527.8833008,16,0.008504924,0.117948718,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3
Eastern,Rural,4,294.5521545,46,0.010673986,0.333333343,Group 2: Pre-elimination (phase 2),2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,58.33333333,3
Luapula,Rural,1,607.4981079,77,0.01005291,0.190082639,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eastern,Rural,2,485.0439758,56,0.010673986,0.130890056,Group 3: Pre-elimination (phase 3),1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,56,3
Western,Rural,3,402.0045471,188,0.009014085,0.357142866,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,20,2
Central,Rural,4,537.9537354,8,0.008504924,0.347222209,Contorl,2,0,3,1,2,1,1,0,2,0.666666667,0,1,0,1,1,1,36,2
Southern,Rural,4,643.9437866,175,0.008669267,0.216981128,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,8.695652174,1
Lusaka,Urban,5,1356.745117,106,0.004336827,0.115207374,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Eastern,Rural,3,610.8093872,45,0.010673986,0.143999994,Group 2: Pre-elimination (phase 2),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,77.77777778,4
Eastern,Rural,1,746.6121826,202,0.010673986,0.148809522,Group 1: Pre-elimination (phase 1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4
Luapula,Rural,1,1017.982971,73,0.01005291,0.129032254,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3
Eastern,Rural,2,294.5521545,46,0.010673986,0.333333343,Group 2: Pre-elimination (phase 2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3
Western,Rural,4,439.3160706,186,0.009014085,0.203539819,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1
Copperbelt,Rural,4,453.1447144,28,0.009740259,0.303030312,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,76,4
Copperbelt,Rural,2,146.2341003,26,0.009740259,0.806451619,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,76,4
Eastern,Rural,4,603.1306763,198,0.010673986,0.152173907,Group 2: Pre-elimination (phase 2),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,90.47619048,5
Eastern,Rural,2,558.7052612,54,0.010673986,0.12578617,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,95.45454545,5
Eastern,Rural,1,606.6642456,67,0.010673986,0.098712444,Group 1: Pre-elimination (phase 1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82608696,3
Eastern,Rural,3,619.6938477,55,0.010673986,0.154838711,Group 3: Pre-elimination (phase 3),2,1,2,1,2,1,1,0,2,1,1,1,1,1,1,1,52,3
Eastern,Rural,3,610.8093872,45,0.010673986,0.143999994,Group 2: Pre-elimination (phase 2),1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,77.77777778,4
North-Western,Rural,3,783.1801147,156,0.011178861,0.119834714,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
Eastern,Rural,3,868.9041138,65,0.010673986,0.134969324,Group 2: Pre-elimination (phase 2),3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,1,1,72.72727273,4
Northern,Rural,5,169.5883789,132,0.008608972,0.181818187,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,4.347826087,1
Luapula,Rural,2,476.3570557,88,0.01005291,0.202380955,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18181818,4
Eastern,Rural,2,336.3952026,60,0.010673986,0.220183492,Group 3: Pre-elimination (phase 3),3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,20,2
Lusaka,Urban,5,1519.062622,109,0.004336827,0.115183249,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,1
Eastern,Rural,1,461.8257446,53,0.010673986,0.186567158,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,3
Lusaka,Rural,3,676.0807495,95,0.010804322,0.128205135,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,66.66666667,4
Eastern,Rural,2,427.0566711,42,0.010673986,0.278481007,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4
Lusaka,Rural,4,676.0807495,95,0.010804322,0.128205135,Contorl,2,0,1,1,2,1,1,0,2,2,1,1,0,1,1,1,66.66666667,4
Southern,Rural,2,635.0724487,159,0.008669267,0.258426964,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Central,Rural,3,505.8881836,16,0.008504924,0.117948718,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3
Northern,Rural,2,1004.013367,139,0.008608972,0.06051873,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04761905,1
Luapula,Rural,1,654.0604248,78,0.01005291,0.198347107,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33333333,2
Copperbelt,Rural,1,472.447876,29,0.009740259,0.173913047,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,64,4
Eastern,Rural,1,177.9990234,59,0.010673986,0.479166657,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.56521739,4
Copperbelt,Urban,5,1653.740723,37,0.004253509,0.328358203,Contorl,3,3,4,1,3,1,1,1,4,0.75,0,1,1,1,1,1,82.60869565,5
Northern,Rural,2,1004.013367,139,0.008608972,0.06051873,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19.04761905,1
Central,Rural,4,636.7084961,6,0.008504924,0.178571433,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,15,1
Southern,Rural,5,620.3729858,177,0.008669267,0.256410271,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,4.347826087,1
Eastern,Rural,3,177.9990234,59,0.010673986,0.479166657,Group 3: Pre-elimination (phase 3),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,69.56521739,4
Eastern,Rural,4,1266.574219,61,0.010673986,0.116959065,Group 3: Pre-elimination (phase 3),2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,25,2
Western,Rural,1,434.698822,187,0.009014085,0.349999994,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Lusaka,Rural,3,146.1127014,91,0.010804322,0.333333343,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Muchinga,Rural,2,482.4048157,118,0.008843537,0.271428585,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,0,1
Luapula,Rural,2,412.4599609,72,0.01005291,0.184615389,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,45.83333333,3
Muchinga,Rural,2,375.7364807,123,0.008843537,0.284090906,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,1,0,1
Lusaka,Urban,5,1548.101318,103,0.004336827,0.183206111,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luapula,Rural,5,476.3570557,88,0.01005291,0.202380955,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,68.18181818,4
Copperbelt,Rural,5,476.67099,22,0.009740259,0.191176474,Contorl,3,0,4,1,3,1,1,0,3,0.75,0,1,0,1,1,1,15.38461538,1
Eastern,Rural,3,570.9179077,199,0.010673986,0.168067232,Group 1: Pre-elimination (phase 1),1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,65,4
Eastern,Rural,4,603.1306763,198,0.010673986,0.152173907,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,90.47619048,5
Copperbelt,Urban,5,859.3067627,35,0.004253509,0.205128208,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,54.16666667,3
Southern,Rural,5,676.9153442,160,0.008669267,0.186274514,Contorl,3,3,4,1,3,1,1,1,3,0.75,0,1,1,1,0,1,0,1
Lusaka,Rural,4,676.0807495,95,0.010804322,0.128205135,Contorl,2,0,3,1,2,1,1,0,2,0.666666667,0,1,0,1,0,1,66.66666667,4
Luapula,Rural,2,471.8781433,75,0.01005291,0.210084036,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,84,5
Copperbelt,Urban,5,1653.740723,37,0.004253509,0.328358203,Contorl,2,0,4,1,2,1,1,0,2,0.5,0,1,0,1,1,1,82.60869565,5
Southern,Rural,3,906.1154785,158,0.008669267,0.089147285,Contorl,2,2,6,1,2,1,1,1,2,0.333333333,0,1,1,1,0,1,26.08695652,2
Southern,Rural,5,484.6664124,165,0.008669267,0.190476194,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,34.7826087,2
North-Western,Rural,2,158.5607605,148,0.011178861,0.333333343,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83333333,2
Central,Rural,3,574.0814209,11,0.008504924,0.298701286,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,30.43478261,2
Southern,Rural,2,863.7886963,170,0.008669267,0.209999993,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Muchinga,Rural,4,340.9855652,119,0.008843537,0.282352954,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,37.5,2
Luapula,Rural,2,376.8461914,79,0.01005291,0.240384609,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,56,3
North-Western,Rural,3,441.6700439,150,0.011178861,0.210526317,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,4.166666667,1
Eastern,Rural,1,619.6938477,55,0.010673986,0.154838711,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52,3
Copperbelt,Urban,5,316.8677979,40,0.004253509,0.694444418,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,8,1
North-Western,Rural,4,392.0827942,153,0.011178861,0.108527131,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,44.44444444,3
Central,Rural,5,561.8015747,10,0.008504924,0.273809522,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,1,1,47.82608696,3
Eastern,Rural,3,681.663269,197,0.010673986,0.193548381,Group 2: Pre-elimination (phase 2),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,83.33333333,5
Eastern,Rural,2,427.0566711,42,0.010673986,0.278481007,Group 2: Pre-elimination (phase 2),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,68.18181818,4
Western,Rural,4,616.3865967,181,0.009014085,0.201680675,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,37.5,2
Southern,Rural,4,1015.069885,173,0.008669267,0.139534891,Contorl,4,4,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,12,1
Lusaka,Rural,5,576.4810181,96,0.010804322,0.268817216,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4
Lusaka,Rural,2,576.4810181,96,0.010804322,0.268817216,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4
Southern,Rural,3,906.1154785,158,0.008669267,0.089147285,Contorl,3,3,10,1,3,1,1,1,3,0.3,0,1,1,1,1,1,26.08695652,2
Central,Rural,4,909.2398071,13,0.008504924,0.091304347,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,1
Muchinga,Rural,1,555.9848633,116,0.008843537,0.135869563,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4
Southern,Rural,4,460.5774536,172,0.008669267,0.137724549,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,65.2173913,4
Central,Rural,1,560.3684082,3,0.008504924,0.156862751,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,21.73913043,2
Southern,Rural,4,1015.069885,173,0.008669267,0.139534891,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,12,1
North-Western,Rural,4,556.4611206,155,0.011178861,0.186046511,Contorl,2,1,4,1,2,1,1,0,2,0.5,0,1,1,1,1,1,76,4
Lusaka,Urban,5,1519.062622,109,0.004336827,0.115183249,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9.090909091,1
Eastern,Rural,3,490.130249,41,0.010673986,0.118811883,Group 1: Pre-elimination (phase 1),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72.72727273,4
Central,Rural,3,470.0323181,2,0.008504924,0.220338985,Contorl,1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,44.44444444,3
North-Western,Rural,3,458.3145752,146,0.011178861,0.200000003,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,65.2173913,4
Western,Rural,1,434.698822,187,0.009014085,0.349999994,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,0,1
Eastern,Rural,4,541.4136963,69,0.010673986,0.157534242,Group 3: Pre-elimination (phase 3),1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,69.23076923,4
Western,Rural,3,441.7264709,190,0.009014085,0.274725288,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,48,3
Luapula,Rural,1,1017.982971,73,0.01005291,0.129032254,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3
Luapula,Rural,3,699.3758545,80,0.01005291,0.115577891,Contorl,5,5,5,1,5,1,1,1,5,1,1,1,1,1,0,1,29.16666667,2
Copperbelt,Urban,5,316.8677979,40,0.004253509,0.694444418,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
Southern,Rural,2,616.5323486,174,0.008669267,0.090163931,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28571429,2
Southern,Urban,5,1069.150513,178,0.003696858,0.246376812,Contorl,3,3,1,1,3,1,1,1,3,3,1,1,1,1,1,1,22.72727273,2
Luapula,Rural,1,607.4981079,77,0.01005291,0.190082639,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Northern,Rural,3,910.2848511,134,0.008608972,0.141843975,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,1,1,66.66666667,4
Southern,Rural,4,882.3082886,171,0.008669267,0.078125,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,38.0952381,2
Lusaka,Urban,3,1624.172241,110,0.004336827,0.196850389,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
Northern,Rural,2,511.7737122,126,0.008608972,0.46938777,Contorl,1,0,4,1,1,0,0,0,1,0.25,0,1,0,1,1,1,83.33333333,5
Muchinga,Rural,4,387.4343872,121,0.008843537,0.173611104,Contorl,4,4,4,1,4,1,1,1,4,1,1,1,1,1,0,1,11.53846154,1
Eastern,Rural,2,481.271698,58,0.010673986,0.165517241,Group 3: Pre-elimination (phase 3),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4
Southern,Rural,4,565.1546021,174,0.008669267,0.090163931,Contorl,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28571429,2
North-Western,Rural,2,95.80170441,147,0.011178861,0.274193555,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,83.33333333,5
Western,Urban,1,813.239624,196,0.004672897,0.324675322,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,50,3
